index,text,happinness,sadness,Soledad,Ilusión,Ensoñación,Grandiosidad,Orgullo,Irritabilidad,Ansiedad,Ira,Inestabilidad,Idealización,Depresión,Desilusión,Aversión,Inseguridad,Impotencia,Vulnerabilidad,Temor,Obsesión,Compulsión,Prejuicio,Dramatización,valence,arousal,anger,fear,disgust,concreteness,imageability,context availability,valence_mean,valence_sd,arousal_mean,arousal_sd,happiness_mean,happiness_sd,anger_mean,anger_sd,sadness_mean,sadness_sd,fear_mean,fear_sd,disgust_mean,disgust_sd,concreteness_mean,concreteness_sd,imageability_mean,imageability_sd,cont_ava_mean,cont_ava_sd,max_arousal,min_arousal,max_valence,min_valence,arousal_span,valence_span,n_words,CorAro,CorVal,AbsCorAro,AbsCorVal,sigma_aro,sigma_val
10,"Porque dejaste el mundo de dolores
buscando en otro cielo la alegría
que aquí, si nace, sólo dura un día
y eso entre sombras, dudas y temores.

Porque en pos de otro mundo y otras flores
abandonaste esta región sombría,
donde tu alma gigante se sentía
condenada a continuos sinsabores.

Yo te vengo a decir mi enhorabuena
al mandarte la eterna despedida
que de dolor el corazón me llena;

que aunque cruel y muy triste tu partida,
si la vida a los goces es ajena
mejor es el sepulcro que la vida.

",2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,3.0,2.0,3.0,1.0,1.0,1.0,5.114928571428571,1.2830714285714286,5.533285714285715,1.7387142857142857,2.4765653357531754,0.9318357775287555,1.6947013006654565,0.8009408544295944,2.033107229280097,0.849140437087879,2.0638808227465217,0.9009807112604389,1.5046401799100448,0.7990359925810072,4.181527777777777,1.7982352941176472,3.8575,1.5820833333333333,4.584583333333334,1.9754166666666666,7.3,3.45,8.337499999999999,1.7,3.8499999999999996,6.637499999999998,42,0.0058,0.0351,0.0058,0.0351,35.859789924490244,33.14852576230631
11,"Templa su fuego el sol bajo el nublado;
las nieblas rompen sus tupidos velos
y desciende la lluvia, y arroyuelos
de límpido cristal recoge el prado.

Pájaro amante, insecto enamorado,
sienten, última vez, ardientes celos;
marchan la golondrina y sus polluelos:
se adorna el bosque de matiz dorado.

¡Ya está aquí! El mar levanta sus espumas
y acres perfumes a la tierra envía...
¿Quién no le ama? Entre rosadas brumas,

coronado de mirtos y laureles,
viene dando a las vides ambrosía,
vertiendo frutas, regalando mieles!

",4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,1.0,1.0,4.0,3.0,3.0,5.730921052631579,1.3973684210526316,4.87078947368421,1.7446710526315794,2.4133810083594565,1.1076607986050293,1.430978317659352,0.6707321653095027,1.5967045454545454,0.8247320523784057,1.6210175026123304,0.7472038420003585,1.3843719211822658,0.7409945233086607,4.885,1.6342500000000002,5.471666666666667,1.415,5.149583333333334,1.8783333333333332,7.45,2.82,8.25,3.1875,4.630000000000001,5.0625,55,0.0527,0.3184,0.0527,0.3184,36.122741525698316,42.50164804019099
12,"¿Es dormir sin ensueños y en la hundida
fosa quedar en eternal reposo?
O ¿es despertar del sueño pavoroso
que el hombre llama, en sus delirios, vida?

La obra del alma ¿quedará perdida,
deshecha, en el abismo tenebroso?
O ¿tendrá su empezar esplendoroso
cuando sintamos la postrera herida?

¡Qué importa lo que fuere! Si es el sueño
sin ensueño, el no ser, dormir sin tasa...
¡Es posible lograr mayor ventura!

Y si es el despertar del triste ensueño
del vivir terrenal, que al alma abrasa...
¡Hay dicha más gloriosa y más segura!

",3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,1.0,1.0,1.0,3.0,2.0,3.0,5.320227272727274,1.377348484848485,5.359545454545454,1.7561363636363634,2.4505324074074073,1.033160742682979,1.571875,0.8423650100111276,1.8395601851851855,0.8721061115213948,1.9423379629629625,0.9123793126272594,1.3496031746031745,0.7008549936960728,3.916944444444445,1.73625,3.6479999999999997,1.564,4.7170000000000005,1.9249999999999996,6.895,1.6,8.015,2.0,5.295,6.015000000000001,41,0.0353,0.2917,0.0353,0.2917,34.31783540162305,34.06607619865127
13,"Piedra, que serás polvo deleznable,
pues todo al paso de los años muere,
mi pensamiento en su amargura quiere
fundirse en lo que guardas implacable.

Alcanza en lo infinito y no le es dable
darse a la muerte si el dolor le hiere,
que el pensamiento en su amargura adquiere
una fuerza vital imponderable.

En los abismos de la muerte hundido
está mi padre, luz del alma mía,
y aún más allá del polvo y del olvido.

Más allá de mi noche eterna y fría
concibo su recuerdo bendecido
y la esperanza de encontrarle un día.

",2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.347777777777778,1.4424074074074071,5.444351851851852,1.9444444444444444,2.349489247311828,0.999395922271678,1.6386827956989247,0.861990031334067,2.002016129032258,0.8782430980479453,1.9360483870967742,0.8616288108785852,1.3834090909090908,0.7270944288618458,3.8039062499999994,1.65734375,3.2275000000000005,1.6833333333333333,4.414583333333333,1.9433333333333334,6.92,3.45,7.390000000000001,1.9,3.4699999999999998,5.49,42,-0.2181,0.1707,0.2181,0.1707,35.2834326227485,34.65756109048559
14,"Fue novio Juan de la sin par María,
y en el largo trajín de sus amores,
todos fueron ensueños seductores
y proyectos de bienes y alegría.

Llegó el plazo, o mejor, el fausto día
como dan en nombrarle los autores,
de encadenar a entrambos amadores,
en eternal unión, la Vicaría.

¡Qué gran luna de miel! ¡Qué desatino
de amantes! pero al mes quiso el demonio
que echara cada cual por su camino.

Y al preguntar por qué, me dijo Antonio:
-«Como el vinagre se engendró del vino
así el amor se tuerce en matrimonio».

",2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.809375000000001,1.2918750000000003,5.1645312500000005,1.760390625,2.5325041050903123,1.0324812249933695,1.4911206896551725,0.7553329341425619,1.504317733990148,0.7238302117166117,1.647527093596059,0.8137379113162079,1.4919566353187044,0.7279831535549314,5.009264705882353,1.3523529411764705,5.411363636363636,1.3586363636363634,5.619545454545455,1.6131818181818183,6.85,3.24,8.337499999999999,1.8599999999999999,3.6099999999999994,6.477499999999999,46,-0.0124,-0.3403,0.0124,0.3403,35.027555145662426,39.40109824571836
15,"Donde jamás el sol sus rayos tira
y todo es confusión eternamente,
vive aquel, que con hambre y sed ardiente
cerca el remedio, sin remedio, mira.

Fruta le ofrece y a cogerla aspira;
mas ella de su mano diligente,
se burla, y de sus labios la corriente
al Eridano hondo se retira.

Di que admiras de Tántalo la pena,
y género tan grave de tormento
tu asombro advierta, porque más te asombre

que cuanto escuchas en la historia ajena
por ti se dice, disfrazado el nombre.
¡Oh, pobre en tus riquezas avariento!

",1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,2.0,1.0,2.0,3.0,3.0,3.0,5.227051282051282,1.248205128205128,5.426410256410256,1.5934615384615385,2.13869918699187,0.9788062756222936,1.593170731707317,0.8062121616537035,1.7230081300813007,0.8094761625932247,1.7438821138211382,0.889444051673769,1.386963097398669,0.6943906736439363,4.2502941176470594,1.5765625,3.993,1.4795,4.901,1.9865000000000002,7.45,3.4749999999999996,8.015,2.6,3.9750000000000005,5.415000000000001,48,-0.1427,0.1379,0.1427,0.1379,37.59527306726169,36.21407357712343
16,"Perfecto Libro, que a la Estampa ha dado
bien entendido Autor, eres confieso,
al Encarnarte, advierto estás impreso,
como al Nacer al mundo, a luz sacado.

En la Circuncisión, fuiste cortado,
y al adorarte Reyes miro expreso,
sabios, te leen Rey, Dios Hombre, y esto
tu Autor, con una Estrella ha señalado.

Haciendo huyas a Egipto, hizo cubrirte,
para en Jerusalén, después mostrarte
tres días a sus Doctos, y aplaudirte:

A una Columna, quiso rubricarte,
y si en la Cruz, el Título inscribirte,
en el monte Tabor; iluminarte.

",2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,1.0,1.0,1.0,4.0,2.0,2.0,5.857500000000001,1.176153846153846,5.073365384615385,1.4473076923076922,2.5061111111111107,1.1169202116782413,1.3985185185185187,0.6437145126660789,1.426111111111111,0.700993844386273,1.438641975308642,0.7151500890245578,1.4609803921568627,0.76265285846357,4.56125,1.6266666666666667,5.391666666666667,1.3677777777777778,5.141111111111111,1.9694444444444446,6.85,3.9,8.15,3.2,2.9499999999999997,4.95,49,0.1988,-0.3083,0.1988,0.3083,35.51355769230769,41.002500000000005
17,"Al verte pobre ya, de amor inmundo,
y del divino amo, enriquecida,
bienes del mundo, Magdalena olvida,
porque es del mundo el bien, mal sin segundo.

En lo que logra del amar del mundo,
de lágrimas un mar, que arrepentida,
anegando los yerros de su vida,
de doloroso llanto, es mar profundo.

Las plantas riega con amante anhelo,
del que en su voluntad, todo se encierra,
¡o mil veces feliz, raro desvelo!

El modo natural en ti se yerra,
que siempre le agua da a la Tierra, el Cielo,
y hoy al Cielo le da el agua, la Tierra.

",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,1.0,1.0,2.0,3.0,3.0,3.0,5.429338235294118,1.4876470588235293,5.42639705882353,2.0220588235294117,2.584294871794872,1.0237126666864453,1.715641025641026,0.873901135216526,2.063269230769231,0.9117599398707796,1.895213675213675,0.958237111345708,1.3646913580246913,0.6903896743920982,4.3025,1.5884722222222223,4.009090909090909,1.6981818181818182,4.816363636363636,1.8136363636363635,6.885,3.67,8.665,2.0,3.215,6.664999999999999,43,-0.2699,0.0604,0.2699,0.0604,35.583265121688484,35.60255170558349
18,"Raro Fénix de Amor, que en vivas llamas,
esplendor inmortal tienes logrado,
leños de aroma son, los que has juntado
en olor de virtudes que derramas.

Alta Hoguera te eriges, que así amas
afectos recogiendo enamorado,
que el Pecho, en sacro amor, todo abrasado,
hoguera es elevada, en que te inflamas.

A rayos del Sol Cristo, Ave lucida,
del corazón las alas, velozmente
bates, por verte en fuego renacida.

Fénix te considero, en Pira ardiente,
que él en su muerte nace a nueva vida,
y es tu Ocaso en la Tierra, al Cielo, Oriente.

",4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.836250000000001,1.3151973684210525,5.380921052631578,1.734078947368421,2.539704968944099,1.064706495310935,1.4705564182194617,0.7786082700136994,1.6064725672877846,0.8165905434056586,1.7370600414078676,0.8842871792226709,1.3195395730706077,0.5824602283203338,4.466911764705882,1.6476470588235295,5.076874999999999,1.4987499999999998,5.655625000000001,1.7493750000000001,7.45,3.7,8.275,2.75,3.75,5.525,50,0.0069,-0.0316,0.0069,0.0316,38.048857653452444,41.26851951699989
19,"Elcino, el buen pastor, con la manada huraña
de cabras, paso a paso, cruzó el valle florido;
vibró en los aires puros su peculiar silbido,
y al oírle siguiéronle, camino a la montaña.

Al oír un lejano cantar de pipitaña
recordó la tragedia de su amor sin olvido;
requirió de sus hombros el rabel, y mordido
por la pena, llamó su tierna musa extraña.

En mitad de su música miró que amanecía:
Toda, toda la noche, su canto suprahumano
relató en la montaña su enorme desconsuelo...

Quebró Elcino el rabel con su larga armonía,
y cuando la postrera cuerda rompió su mano,
tras la última nota su alma voló al cielo.

",1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4.0,2.0,1.0,2.0,3.0,2.0,2.0,5.431902173913044,1.3646739130434784,5.153858695652174,1.7335869565217392,2.5036564625850337,1.0358152453488172,1.5858843537414966,0.7771743033485281,1.8226530612244902,0.8513102930385082,1.7354591836734692,0.8253366442382681,1.288763440860215,0.5696204878873016,4.334807692307693,1.5462500000000001,4.583846153846154,1.4273076923076924,4.655,1.878076923076923,7.27,2.86,8.275,1.7200000000000002,4.41,6.555,58,0.2306,0.0644,0.2306,0.0644,39.25061844577067,41.36813448977066
20,"Lentamente, la hastiada marquesa envejecida
abre el cofre de ébano de las cartas antiguas,
y al mirarlas recuerda mil pasiones exiguas
que en lejanos minutos le encendieron la vida.

Suspirando, lee cartas de los hombres que un día
por su causa alojáronse una bala en la frente;
y no ocultan sus ojos el orgullo que siente
viendo el trágico libro de su historia sombría.

Dice: «¡Oh, aquel monarca, que en romántico exceso
me daba su reinado, tan sólo por un beso...!»
«¡Oh, aquel conde Learnes, que murió en la querella...!»

Cierra el cofre que guarda lo que llama su gloria,
y, cruelmente orgullosa, repasa en su memoria,
uno a uno, los hombres que murieron por ella.

",3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.2161904761904765,1.249047619047619,5.160416666666667,1.768690476190476,2.2977215836526184,1.0477560932310956,1.64129374201788,0.8594136694317885,1.7912088122605363,0.8536506802276173,1.6627969348659004,0.8822408653751831,1.4308329952670726,0.7975037985690497,4.4965789473684215,1.5933333333333333,4.745,1.5934615384615383,5.176153846153846,1.8553846153846154,7.24,3.03,8.285,1.5,4.210000000000001,6.785,56,-0.0345,0.0364,0.0345,0.0364,38.61702227932939,39.03439525211596
21,"Flor de catorce pétalos reidores,
hoguera de catorce llamaradas;
ancha panoplia de catorce espadas
y nidal de catorce ruiseñores.

Tal el soneto donde mis amores
yo vos dijera en músicas aladas,
cuyas letras dejasen inflamadas
vuestros ojos, en vivos resplandores.

Soneto, en vuestras manos, flor abierta;
soneto que alegrase vuestro oído,
como nidal colgado en vuestra puerta;

soneto, hoguera de mi amor secreto;
para dejar a mi rival tendido,
espada vengadora, mi soneto.

",2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,2.0,1.0,1.0,2.0,2.0,2.0,5.532840909090909,1.3373863636363637,5.2681818181818185,1.6954545454545455,2.483802681992337,0.9553636929061242,1.600638170498084,0.8050603478553886,1.6102957375478926,0.8190319326454172,1.7620234674329502,0.8281455363052589,1.2398894783377545,0.544534050924965,4.866666666666666,1.495,5.265000000000001,1.2899999999999998,5.511,1.775,6.975,3.6,8.337499999999999,2.75,3.3749999999999996,5.587499999999999,35,0.3104,-0.1229,0.3104,0.1229,31.166983948238435,32.732728245379235
